16411	43165	37555	20106	40211	19793	60470	37115
54599	9062	8313	20371	31545	20842	210	31183
4694	9066	49482	4383	62098	42309	32206	18332
34654	3472	17941	43321	20402	34097	13846	39551
56577	35604	1269	34381	21670	23969	20257	21552
28263	3777	20892	7099	63230	8807	11442	38190
39319	49714	62216	51675	43050	3359	36048	27706
24912	11229	15771	20007	19110	26499	29011	52221
39376	42960	6394	34083	34535	47067	56502	42526
40036	52550	32922	53378	60645	12971	24146	14842
8345	51549	55280	37414	12161	28370	2522	2751
8058	31669	13538	60480	44935	36360	38533	16958
53883	8457	37508	52766	55411	12047	49814	56374
35539	60295	26784	20820	30315	52962	59992	9138
5425	64241	15223	53524	39927	47534	54765	55817
25714	35843	18606	48215	56541	2237	46275	62667
