44704	32320	42986	47912	60942	9290	26660	26974
24644	10585	16526	43993	13749	50705	31295	47537
39597	27681	6918	53011	16853	27062	40832	36331
2343	24436	47603	59701	55019	64772	30684	56367
57424	6667	40173	11405	53371	4014	52846	25768
4728	46297	37218	61879	54831	61423	39218	62531
2899	54664	3333	28814	11993	46909	17719	36657
13479	35391	41384	46583	32685	23770	17695	47364
55308	15260	43107	18333	3574	58465	62964	31215
32892	7935	31252	33822	41096	13529	51586	1765
24710	14405	43440	46485	56225	262	28923	54713
46055	21499	33800	54369	6190	33316	21287	63281
5840	32480	26622	17407	64183	16572	43255	61468
48343	29643	61422	20812	29691	57728	31855	42128
46309	2813	43108	52891	62214	56243	2196	6999
46869	37984	51451	29753	57942	4554	60353	17978
