50632	59231	34035	61351	35012	25141	55321	64676
40955	15633	23325	14660	23326	25459	29358	18262
42970	44930	27144	57224	14839	15161	14774	60943
61466	42910	51194	31816	10931	59104	39142	31103
25289	57502	16644	32873	14862	49128	6599	3505
36433	14674	40915	29890	7372	1823	28546	35539
55460	36944	29174	41022	24628	15234	50890	65005
14485	52432	47507	64002	14206	11529	14144	46970
4696	20422	45500	38219	60559	45528	40028	1941
16471	55764	49731	14895	28346	5558	2063	18165
25044	25314	53860	60791	20751	48303	54227	5677
15924	31052	19166	26054	38604	2471	23104	13315
58275	6937	61254	3985	36106	53552	61343	47131
63281	62384	46893	51420	29588	1232	15212	29685
37041	37382	56485	52344	32283	18822	41657	59765
48569	41833	769	55295	48028	36170	12465	65367
