65520	29467	65342	3316	5305	29416	52007	38568
1921	24067	17909	32904	30942	11686	1004	29745
4675	36480	27800	61579	31423	617	28363	55742
21772	63135	23382	47527	46946	58327	40826	61611
38916	27011	33682	47153	58586	18095	59382	55948
41479	38562	51895	42443	16025	64275	36184	9054
58034	59211	36900	33424	41487	53356	58158	35644
42985	63776	307	40265	16022	20506	37482	24980
38848	56163	60194	58199	17946	64752	28072	61267
19590	11849	60721	60729	61791	37569	23137	62003
34411	8393	51208	4131	22353	63070	9957	52239
7540	53741	50695	9359	30971	59103	58536	53737
29960	55645	10242	62715	1653	38728	31235	14406
21118	32963	12041	29015	18043	50777	36475	30600
40136	12441	56037	6293	52624	1269	41647	56098
4062	16034	28300	12113	26167	5035	34129	18575
