14749	11791	50085	26468	32192	21287	442	35424
30106	31941	28314	14896	10211	54180	48326	55070
31759	40100	2381	23924	41223	50688	31287	22188
31253	9101	62959	7723	33572	22555	23636	4481
16072	44894	26248	25451	5005	51933	27037	33468
1472	19825	15961	53613	42916	49456	10005	24669
19022	65277	64482	11231	60512	18111	53403	8171
24343	33398	17716	37654	4345	62297	53554	29746
6567	64512	25992	54579	5969	23139	40434	2059
33119	4531	9926	35690	16652	4645	63513	43353
35293	16599	8599	19282	48030	4701	12327	61714
65186	61874	12729	28132	33413	3964	59162	43437
31099	55829	21829	48502	44080	9788	32443	29809
5992	41376	11833	33335	14263	49819	64434	35932
27680	12342	13303	24582	8864	13045	36920	33871
58045	55959	38234	59395	59436	13215	5337	30277
