24047	63691	22085	52426	7459	11581	32026	39249
34417	64724	63182	19896	2981	46624	34857	5586
42278	64951	362	29792	38470	56160	47796	28856
18560	57822	31162	30330	63846	28011	6040	53027
44360	31438	13067	7856	40525	1366	24393	7057
39280	9350	37819	43534	6186	60290	11531	15253
4026	4713	3034	26074	62430	23153	64928	33680
52513	47890	30773	44761	27235	59700	518	32717
49335	26878	47469	53519	2852	32514	17644	21653
14770	7350	19570	4337	29050	51656	49869	35828
56029	61963	50943	63281	12955	25541	22514	54355
64901	9907	60860	56005	15624	5451	65200	20628
52831	20535	25991	54570	38570	4761	34401	34174
24395	24254	40602	23948	60720	54105	34348	46315
31514	59685	23487	15925	2671	35914	49611	58250
9418	32864	54223	36737	35311	48582	57445	22137
