25429	82	61767	53219	18665	49150	58060	36426
45215	6861	14472	29064	61425	37900	35094	42601
44168	20898	31657	12253	28959	52456	5652	51784
35144	1261	2706	30112	48931	36630	26662	46413
22067	3431	40613	8069	52548	16141	61828	3191
58278	24922	27536	46220	17017	18185	13984	3743
64134	31916	55719	35645	39633	23677	50510	17102
17073	58963	58698	2655	51210	5115	13557	25317
56756	34637	11735	28296	49639	30211	30574	63006
57672	63791	12597	39417	20322	65011	58490	23679
60640	62344	12523	24952	65455	20342	49641	24764
25509	57699	54934	58415	46607	62969	20599	38731
33688	7539	17763	4503	44296	38857	13060	64434
64308	55928	4458	14899	38317	42750	12323	35209
8735	261	27934	44725	31296	58188	18002	26126
35917	28462	54452	31430	50118	19095	1393	49932
